Status,Problem ,Solution,Topic,Sub Topic,Difficulty,Remarks,Link
Yes,https://takeuforward.org/data-structure/minimum-maximum-falling-path-sum-dp-12/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/2D_3D_DP/MinimumMaximum_Falling_Path_Sum_(D%E2%80%A6.py,DP,2D-DP,,,
Yes,https://takeuforward.org/data-structure/3-d-dp-ninja-and-his-friends-dp-13/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/2D_3D_DP/3-d_DP__Ninja_and_his_friends_(DP-%E2%80%A6.py,DP,3D-DP,,,
Yes,https://takeuforward.org/data-structure/subset-sum-equal-to-target-dp-14/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Subset_sum_equal_to_target_(DP-_14).py,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/partition-equal-subset-sum-dp-15/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Partition_Equal_Subset_Sum_(DP-_15).py,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/partition-set-into-2-subsets-with-min-absolute-sum-diff-dp-16/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Partition_Set_Into_2_Subsets_With_M%E2%80%A6.py,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/count-subsets-with-sum-k-dp-17/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Count_Subsets_with_Sum_K_(DP_-_17).py,DP,DP-Subsequence,,,
No,https://takeuforward.org/data-structure/count-partitions-with-given-difference-dp-18/,,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/minimum-coins-dp-20/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Minimum_Coins_(DP_-_20).py,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/target-sum-dp-21/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Target_Sum_(DP_-_21).py,DP,DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/coin-change-2-dp-22/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Coin_Change_2_(DP_-_22).py,"DP, IMP",DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/unbounded-knapsack-dp-23/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Unbounded_Knapsack_(DP_-_23).py,"DP, IMP",DP-Subsequence,,,
Yes,https://takeuforward.org/data-structure/rod-cutting-problem-dp-24/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Subsequences/Rod_Cutting_Problem__(DP_-_24).py,DP,DP-Strings,,,
Yes,https://takeuforward.org/data-structure/longest-common-subsequence-dp-25/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Strings/Longest_Common_Subsequence__(DP_-_25).py,DP,DP-Strings,,,
Yes,https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Strings/Print_Longest_common_Subsequence.py,DP,DP-Strings,,,
No,https://takeuforward.org/data-structure/longest-common-substring-dp-27/,,DP,DP-Strings,,,
Yes,https://takeuforward.org/data-structure/longest-palindromic-subsequence-dp-28/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Strings/Longest_Palindromic_Subsequence__(%E2%80%A6.py,"DP, IMP",DP-Strings,,,
Yes,https://takeuforward.org/data-structure/minimum-insertions-to-make-string-palindrome-dp-29/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Strings/Min_insertions_to_make_Palindromic_string.py,DP,DP-Strings,,,
Yes,https://takeuforward.org/data-structure/minimum-insertions-deletions-to-convert-string-dp-30/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Strings/Min_Deletions_to_make_strings_same.py,DP,DP-Strings,,,
No,https://takeuforward.org/data-structure/shortest-common-supersequence-dp-31/,,DP,DP-Strings,,,
No,https://takeuforward.org/data-structure/distinct-subsequences-dp-32/,,DP,DP-Strings,,,
Yes,https://takeuforward.org/data-structure/edit-distance-dp-33/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Strings/Edit_Distance.py,"DP, IMP",DP-Strings,,,
No,https://takeuforward.org/data-structure/wildcard-matching-dp-34/,,DP,DP-Strings,,,
Yes,https://takeuforward.org/data-structure/stock-buy-and-sell-dp-35/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Stocks/Buy_sell_stocks_1.py,DP,DP-Stocks,,,
Yes,https://takeuforward.org/data-structure/buy-and-sell-stock-ii-dp-36/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Stocks/Buy_sell_stocks_2.py,DP,DP-Stocks,,,
Yes,https://takeuforward.org/data-structure/buy-and-sell-stock-iii-dp-37/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Stocks/Buy_sell_stocks_3.py,"DP, IMP",DP-Stocks,,,
Yes,https://takeuforward.org/data-structure/buy-and-sell-stock-iv-dp-38/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Stocks/Buy_sell_stocks_4.py,"DP, IMP",DP-Stocks,,,
Yes,https://takeuforward.org/data-structure/buy-and-sell-stocks-with-cooldown-dp-39/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Stocks/Buy_sell_stocks_with_Cooldown.py,DP,DP-Stocks,,,
Yes,https://takeuforward.org/data-structure/buy-and-sell-stocks-with-transaction-fees-dp-40/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_Stocks/Buy_sell_stocks_with_fees.py,DP,DP-Stocks,,,
Yes,https://takeuforward.org/data-structure/longest-increasing-subsequence-dp-41/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Longest_Increasing_Subsequence.py,"DP, IMP",DP-LIS,,,
Yes,https://takeuforward.org/data-structure/printing-longest-increasing-subsequence-dp-42/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Print_LCS.py,DP,DP-LIS,,,
Yes,https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Longest_Increasing_Subsequence.py,DP,DP-LIS,,,
Yes,https://takeuforward.org/data-structure/longest-divisible-subset-dp-44/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Longest_Divisible_Subset.py,DP,DP-LIS,,,
Yes,https://takeuforward.org/data-structure/longest-string-chain-dp-45/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Longest_String_Chain.py,DP,DP-LIS,,,
Yes,https://takeuforward.org/data-structure/longest-bitonic-subsequence-dp-46/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Longest_Bitonic_Sequence.py,"DP, IMP",DP-LIS,,,
Yes,https://takeuforward.org/data-structure/number-of-longest-increasing-subsequences-dp-47/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_LIS/Number_of_LIS.py,DP,DP-LIS,,,
Yes,https://takeuforward.org/dynamic-programming/matrix-chain-multiplication-dp-48/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_MCM/Matrix_Chain_Multiplication.py,"Bad-Luck-Just-Move-On, DP, IMP",DP-MCM,,,
No,https://takeuforward.org/data-structure/matrix-chain-multiplication-tabulation-method-dp-49/,,DP,DP-MCM,,,
Yes,https://takeuforward.org/data-structure/minimum-cost-to-cut-the-stick-dp-50/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_MCM/Min_Cost_to_cut_stick.py,DP,DP-MCM,,,
Yes,https://takeuforward.org/data-structure/burst-balloons-partition-dp-dp-51/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_MCM/Burst_Balloons_Mine_Diamonds.py,"Bad-Luck-Just-Move-On, DP",DP-MCM,,,
Yes,https://takeuforward.org/data-structure/evaluate-boolean-expression-to-true-partition-dp-dp-52/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_MCM/Evaluate_Boolean_Expr_to_True.py,"Bad-Luck-Just-Move-On, DP",DP-MCM,,,
Yes,https://takeuforward.org/data-structure/palindrome-partitioning-ii-front-partition-dp-53/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_MCM/Palindrome_Partitioning_II.py,,DP-MCM,,,
Yes,https://takeuforward.org/data-structure/partition-array-for-maximum-sum-front-partition-dp-54/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Dynamic%20Programming/DP_MCM/Partition_array_to_max_sum.py,DP,DP-MCM,,,
Yes,https://takeuforward.org/data-structure/maximum-rectangle-area-with-all-1s-dp-on-rectangles-dp-55/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Maximal_Rectangles.py,"DP, IMP, Monotonic Stack, Trick",DP-Squares,,,
No,https://takeuforward.org/data-structure/count-square-submatrices-with-all-1s-dp-on-rectangles-dp-56/,,DP,DP-Squares,,,
Yes,https://takeuforward.org/data-structure/level-order-traversal-of-a-binary-tree/,,Binary Trees,Traversals,,,
Yes,https://takeuforward.org/data-structure/preorder-inorder-postorder-traversals-in-one-traversal/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Traversals_in_one_iteration.py,Binary Trees,Traversals,,,
Yes,https://takeuforward.org/data-structure/maximum-depth-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Height_of_a_Binary_Tree.py,Binary Trees,,,,
Yes,https://takeuforward.org/data-structure/check-if-the-binary-tree-is-balanced-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/balanced_tree_or_not.py,Binary Trees,,,,
Yes,https://takeuforward.org/data-structure/calculate-the-diameter-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Diameter_of_binary_tree.py,"Binary Trees, IMP",,,,
Yes,https://takeuforward.org/data-structure/maximum-sum-path-in-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Path%20Based/Maximum_path_sum.py,Binary Trees,Distance-Based,,,
Yes,https://takeuforward.org/data-structure/check-if-two-trees-are-identical/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Identical_trees.py,Binary Trees,,,,
Yes,https://takeuforward.org/data-structure/zig-zag-traversal-of-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Zig_Zig_Traversal.py,Binary Trees,Traversals,,,
Yes,https://takeuforward.org/data-structure/boundary-traversal-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/boundary_traversal.py,"Binary Trees, IMP",Traversals,,,
Yes,https://takeuforward.org/data-structure/vertical-order-traversal-of-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Vertical_order_traversal.py,"Binary Trees, IMP",Traversals,,,
Yes,https://takeuforward.org/data-structure/top-view-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/top_view_tree.py,"Binary Trees, IMP",Views,,,
Yes,https://takeuforward.org/data-structure/bottom-view-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/bottom_view_tree.py,"Binary Trees, IMP",Views,,,
Yes,https://takeuforward.org/data-structure/right-left-view-of-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Right_Left_View_Binary_tree.py,"Binary Trees, IMP",Views,,,
Yes,https://takeuforward.org/data-structure/check-for-symmetrical-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Symmetric_binary_tree.py,Binary Trees,,,,
Yes,https://takeuforward.org/data-structure/print-root-to-node-path-in-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Path%20Based/Path_Root_to_node.py,Binary Trees,Distance-Based,,,
Yes,https://takeuforward.org/data-structure/lowest-common-ancestor-for-two-given-nodes/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Path%20Based/Lowest_common_ancestor.py,"Binary Trees, IMP",,,,
Yes,https://takeuforward.org/data-structure/maximum-width-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Max_width_of_binary_tree.py,"Binary Trees, IMP",,,,
Yes,https://takeuforward.org/data-structure/check-for-children-sum-property-in-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Check_Children_Sum_Property.py,Binary Trees,,,,
Yes,Print all the Nodes at a distance of K in a Binary Tree,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Tree_to_Graphs/Nodes_at_distance_k_from_target.py,"Binary Trees, IMP",Tree-to-Graph,,,
Yes,Minimum time taken to BURN the Binary Tree from a Node,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/burn_tree.py,Binary Trees,,,,
No,https://takeuforward.org/binary-tree/count-number-of-nodes-in-a-binary-tree/,,Binary Trees,,,,
Yes,https://takeuforward.org/data-structure/construct-a-binary-tree-from-inorder-and-preorder-traversal/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Tree_from_inorder_preorder.py,"Binary Trees, IMP",,,,
Yes,https://takeuforward.org/data-structure/construct-binary-tree-from-inorder-and-postorder-traversal/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Tree_from_inorder_postorder.py,"Binary Trees, IMP",,,,
Yes,https://takeuforward.org/data-structure/serialize-and-deserialize-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Serialize_Deserialize_Tree.py,"Binary Trees, IMP",,,,
Yes,https://takeuforward.org/data-structure/morris-preorder-traversal-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Morris_Preorder.py,"Binary Trees, IMP",Traversals,,,
Yes,https://takeuforward.org/data-structure/morris-inorder-traversal-of-a-binary-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Morris_Inorder.py,Binary Trees,Traversals,,,
Yes,https://takeuforward.org/data-structure/flatten-binary-tree-to-linked-list/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/Traversal_View_Based/Flatten_Tree_to_linked_list.py,"Binary Trees, IMP",,,,
No,https://takeuforward.org/binary-search-tree/ceil-in-a-binary-search-tree/,,BST,,,,
No,https://takeuforward.org/binary-search-tree/floor-in-a-binary-search-tree/,,BST,,,,
Yes,Insert a given Node in Binary Search Tree,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/Insert_Node_in_BST.py,BST,,,,
Yes,Delete a Node in Binary Search Tree,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/Delete_node_in_BST.py,BST,,,,
Yes,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-binary-search-tree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/Find_K_smallest_in_BST.py,BST,,,,
Yes,Check if a tree is a BST or BT,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/Valid_BST.py,BST,,,,
Yes,LCA in Binary Search Tree,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Trees/BST/LCA_in_BST.py,"BST, IMP",,,,
Yes,Construct a BST from a preorder traversal,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/BST_from_inorder.py,"BST, IMP",Traversals,,,
Yes,BST Iterator - Inorder,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/BST_Iterator.py,"BST, IMP",Traversals,,,
No,Inorder Successor/Predecessor in BST,,BST,Traversals,,,
No,Merge 2 BST's,,BST,,,,
Yes,Two Sum In BST | Check if there exists a pair with Sum K,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/Two_Sum_in_BST.py,BST,,,,
Yes,Recover BST | Correct BST with two nodes swapped,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search%20Trees/Recover_Swapped_Nodes_BST.py,BST,,,,
No,Largest BST in Binary Tree,,BST,,,,
Yes,https://takeuforward.org/graph/breadth-first-search-bfs-level-order-traversal/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/BFS.py,Graphs,BFS/DFS,Easy,,
Yes,https://takeuforward.org/data-structure/depth-first-search-dfs/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/DFS.py,Graphs,BFS/DFS,Easy,,
Yes,https://takeuforward.org/data-structure/number-of-provinces/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Number_of_provinces_(leetcode).py,Graphs,BFS/DFS,,,
Yes,Connected Components Problem in Matrix,,Graphs,BFS/DFS,,,
Yes,https://takeuforward.org/data-structure/rotten-oranges-min-time-to-rot-all-oranges-bfs/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Rotten_Oranges.py,Graphs,BFS/DFS,,,
Yes,https://takeuforward.org/graph/flood-fill-algorithm-graphs/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Flood_fill.py,Graphs,"BFS/DFS, Flood-Fill",,,
Yes,Evaluate Expression,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Evaluate_Divisions.py,"Contest, Graphs, IMP, Trick",,,,
Yes,Reorder routes to reach destination,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Reorder_routes_to_reach_base.py,"Contest, Graphs, IMP, Trick",,,,
Yes,https://takeuforward.org/data-structure/detect-cycle-in-an-undirected-graph-using-bfs/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Cycle_Detection_in_undirected_Graph%E2%80%A6.py,"Graphs, IMP",BFS/DFS,,,
Yes,https://takeuforward.org/data-structure/detect-cycle-in-an-undirected-graph-using-dfs/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Cycle_Detection_in_unirected_Graph_%E2%80%A6.py,Graphs,BFS/DFS,,,
Yes,https://takeuforward.org/graph/distance-of-nearest-cell-having-1/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/01_Matrix_(Bfs_Problem).py,Graphs,BFS/DFS,,,
Yes,https://takeuforward.org/graph/surrounded-regions-replace-os-with-xs/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Surrounded_Regions_(dfs).py,Graphs,BFS/DFS,,,
Yes,https://takeuforward.org/graph/number-of-enclaves/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Number_of_Enclaves_%5Bflood_fill_impl%E2%80%A6.py,Graphs,"BFS/DFS, Flood-Fill",,,
Yes,https://takeuforward.org/graph/word-ladder-i-g-29/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Word_Ladder_BFS.py,"Graphs, IMP",BFS/DFS,,,
No,https://takeuforward.org/graph/g-30-word-ladder-ii/,,Graphs,BFS/DFS,,,
Yes,https://takeuforward.org/data-structure/number-of-islands/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Number_of_Distinct_Islands_%5Bdfs_mul%E2%80%A6.py,"Graphs, IMP",BFS/DFS,,,
No,https://takeuforward.org/graph/bipartite-graph-dfs-implementation/,,"Graphs, IMP",BFS/DFS,,,
Yes,https://takeuforward.org/data-structure/detect-cycle-in-a-directed-graph-using-dfs-g-19/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/BFS_DFS/Cycle_Detection_in_Directed_Graph_(%E2%80%A6.py,"Graphs, IMP",BFS/DFS,,,
Yes,https://takeuforward.org/data-structure/topological-sort-algorithm-dfs-g-21/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Topo_Sort/Topo_Sort.py,"Graphs, IMP",Topo Sort,,,
Yes,https://takeuforward.org/data-structure/kahns-algorithm-topological-sort-algorithm-bfs-g-22/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Topo_Sort/Kahn's_Algorithm.py,"Graphs, IMP",Topo Sort,,,
Yes,Cycle Detection in Directed Graph (BFS),,Graphs,Topo Sort,,,
